Coil:Cooling:DX:TwoSpeed,Design Size High Speed Rated Sensible Heat Ratio,high_speed_rated_sensible_heat_ratio
Coil:Cooling:DX:TwoSpeed,High Speed Rated Air Flow Rate,high_speed_rated_air_flow_rate
Coil:Cooling:DX:TwoSpeed,Design Size High Speed Rated Air Flow Rate,high_speed_rated_air_flow_rate
Coil:Cooling:DX:TwoSpeed,Low Speed Gross Rated Total Cooling Capacity,low_speed_gross_rated_total_cooling_capacity
Coil:Cooling:DX:TwoSpeed,Design Size Low Speed Gross Rated Total Cooling Capacity,low_speed_gross_rated_total_cooling_capacity
Coil:Cooling:DX:TwoSpeed,Low Speed Gross Rated Sensible Heat Ratio,low_speed_gross_rated_sensible_heat_ratio
Coil:Cooling:DX:TwoSpeed,Design Size Low Speed Gross Rated Sensible Heat Ratio,low_speed_gross_rated_sensible_heat_ratio
Coil:Cooling:DX:TwoSpeed,Low Speed Rated Air Flow Rate,low_speed_rated_air_flow_rate
Coil:Cooling:DX:TwoSpeed,Design Size Low Speed Rated Air Flow Rate,low_speed_rated_air_flow_rate
Coil:Cooling:DX:TwoSpeed,High Speed Evaporative Condenser Air Flow Rate,high_speed_evaporative_condenser_air_flow_rate
Coil:Cooling:DX:TwoSpeed,High Speed Evaporative Condenser Pump Rated Power Consumption,high_speed_evaporative_condenser_pump_rated_power_consumption
Coil:Cooling:DX:TwoSpeed,Low Speed Evaporative Condenser Air Flow Rate,low_speed_evaporative_condenser_air_flow_rate
Coil:Cooling:DX:TwoSpeed,Low Speed Evaporative Condenser Pump Rated Power Consumption,low_speed_evaporative_condenser_pump_rated_power_consumption
Coil:Cooling:DX:VariableRefrigerantFlow,Gross Rated Sensible Heat Ratio,gross_rated_sensible_heat_ratio
Coil:Cooling:DX:VariableRefrigerantFlow,Gross Rated Total Cooling Capacity,gross_rated_total_cooling_capacity
Coil:Cooling:DX:VariableRefrigerantFlow,Rated Air Flow Rate,rated_air_flow_rate
Coil:Cooling:DX:VariableRefrigerantFlow:FLUIDTEMPERATURECONTROL,Rated Sensible Heat Ratio,rated_sensible_heat_ratio
Coil:Cooling:DX:VariableRefrigerantFlow:FLUIDTEMPERATURECONTROL,Rated Total Cooling Capacity,rated_total_cooling_capacity
Coil:Cooling:DX:VariableSpeed,Evaporative Condenser Pump Rated Power Consumption,evaporative_condenser_pump_rated_power_consumption
Coil:Cooling:DX:VariableSpeed,Gross Rated Total Cooling Capacity At Selected Nominal Speed Level,gross_rated_total_cooling_capacity_at_selected_nominal_speed_level
Coil:Cooling:DX:VariableSpeed,Rated Air Flow Rate At Selected Nominal Speed Level,rated_air_flow_rate_at_selected_nominal_speed_level
Coil:Cooling:Water,Design Water Flow Rate,design_water_flow_rate
Coil:Cooling:Water,Design Size Design Water Flow Rate,design_water_flow_rate
Coil:Cooling:Water,Design Air Flow Rate,design_air_flow_rate
Coil:Cooling:Water,Design Size Design Air Flow Rate,design_air_flow_rate
Coil:Cooling:Water,User-Specified Design Air Flow Rate,user-specified_design_air_flow_rate
Coil:Cooling:Water,Design Inlet Water Temperature,design_inlet_water_temperature
Coil:Cooling:Water,Design Size Design Inlet Water Temperature,design_inlet_water_temperature
Coil:Cooling:Water,Design Inlet Air Temperature,design_inlet_air_temperature
Coil:Cooling:Water,Design Size Design Inlet Air Temperature,design_inlet_air_temperature
Coil:Cooling:Water,Design Outlet Air Temperature,design_outlet_air_temperature
Coil:Cooling:Water,Design Size Design Outlet Air Temperature,design_outlet_air_temperature
Coil:Cooling:Water,Design Inlet Air Humidity Ratio,design_inlet_air_humidity_ratio
Coil:Cooling:Water,Design Size Design Inlet Air Humidity Ratio,design_inlet_air_humidity_ratio
Coil:Cooling:Water,Design Outlet Air Humidity Ratio,design_outlet_air_humidity_ratio
Coil:Cooling:Water,Design Size Design Outlet Air Humidity Ratio,design_outlet_air_humidity_ratio
Coil:Cooling:Water:DetailedGeometry,Coil Depth,coil_depth
Coil:Cooling:Water:DetailedGeometry,Fin Diameter,fin_diameter
Coil:Cooling:Water:DetailedGeometry,Fin Surface Area,fin_surface_area
Coil:Cooling:Water:DetailedGeometry,Maximum Water Flow Rate,maximum_water_flow_rate
Coil:Cooling:Water:DetailedGeometry,Minimum Airflow Area,minimum_airflow_area
Coil:Cooling:Water:DetailedGeometry,Number of Tubes per Row,number_of_tubes_per_row
Coil:Cooling:Water:DetailedGeometry,Total Tube Inside Area,total_tube_inside_area
Coil:Cooling:Water:DetailedGeometry,Tube Outside Surface Area,tube_outside_surface_area
Coil:Cooling:WaterToAirHeatPump:EquationFit,Gross Rated Sensible Cooling Capacity,gross_rated_sensible_cooling_capacity
Coil:Cooling:WaterToAirHeatPump:EquationFit,Gross Rated Total Cooling Capacity,gross_rated_total_cooling_capacity
Coil:Cooling:WaterToAirHeatPump:EquationFit,Rated Air Flow Rate,rated_air_flow_rate
Coil:Cooling:WaterToAirHeatPump:EquationFit,Rated Water Flow Rate,rated_water_flow_rate
Coil:Cooling:WaterToAirHeatPump:VariableSpeedEquationFit,Gross Rated Total Cooling Capacity At Selected Nominal Speed Level,gross_rated_total_cooling_capacity_at_selected_nominal_speed_level
Coil:Cooling:WaterToAirHeatPump:VariableSpeedEquationFit,Rated Air Flow Rate At Selected Nominal Speed Level,rated_air_flow_rate_at_selected_nominal_speed_level
Coil:Cooling:WaterToAirHeatPump:VariableSpeedEquationFit,Rated Water Flow Rate At Selected Nominal Speed Level,rated_water_flow_rate_at_selected_nominal_speed_level
Coil:Heating:DX:MultiSpeed,Resistive Defrost Heater Capacity,resistive_defrost_heater_capacity
Coil:Heating:DX:MultiSpeed,Speed 1 Gross Rated Heating Capacity,speed_1_gross_rated_heating_capacity
Coil:Heating:DX:MultiSpeed,Speed 1 Rated Air Flow Rate,speed_1_rated_air_flow_rate
Coil:Heating:DX:MultiSpeed,Speed 1 Secondary Coil Air Flow Rate,speed_1_secondary_coil_air_flow_rate
Coil:Heating:DX:MultiSpeed,Speed 2 Gross Rated Heating Capacity,speed_2_gross_rated_heating_capacity
Coil:Heating:DX:MultiSpeed,Speed 2 Rated Air Flow Rate,speed_2_rated_air_flow_rate
Coil:Heating:DX:MultiSpeed,Speed 2 Secondary Coil Air Flow Rate,speed_2_secondary_coil_air_flow_rate
